Name,Team,W,L,SV,G,GS,IP,K%,BB%,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,ERA-,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
Raisel Iglesias,ATL,1.0,2.0,25.0,45.0,0.0,45.2,0.2606383,0.07446809,9.656934844354495,2.7591242412441415,0.9854015147300506,0.3025210084033613,0.75510204,0.354838709,0.094339622,94.40701395295203,3.153284847136162,75.19489460660162,3.379872680243274,3.343737539598993,3.683010102552622,0.7081246376037598,Raisel Iglesias,17130,628452
Hunter Greene,CIN,2.0,2.0,0.0,5.0,5.0,27.2,0.27272727,0.07438017,10.734940005726182,2.9277109106525954,1.3012048491789312,0.3333333333333333,0.49382716,0.278481012,0.114285714,98.2599139636076,6.831325458189389,156.0121623622645,4.465031381147854,3.5508433312078163,3.5926282489143673,0.6981342434883118,Hunter Greene,22182,668881
Connelly Early,BOS,7.0,5.0,0.0,17.0,17.0,91.2,0.23846154,0.08717949,9.130909344230217,3.338181910793843,1.472727313585519,0.27615062761506276,0.86407767,0.425702811,0.151515151,93.99160447761194,3.436363731699544,79.28497751304188,4.324882166444994,4.5864183895584,4.099389457699057,0.696621298789978,Connelly Early,33666,813349
Tim Mayza,PHI,3.0,3.0,0.0,49.0,4.0,56.1,0.25,0.0625,8.946746824302169,2.236686706075542,0.9585800168895181,0.272108843537415,0.70342205,0.48,0.122448979,94.75714460100447,3.514793395261566,82.86956014140425,3.2291813933572056,3.276230102074401,3.212652621660899,0.69549560546875,Tim Mayza,15042,641835
Yohan Ramirez,PIT,6.0,3.0,1.0,49.0,1.0,67.1,0.27430556,0.13194444,10.559406738236436,5.079208304468159,0.5346535057334905,0.267515923566879,0.7918552,0.471698113,0.081632653,96.57159233835421,2.673267528667452,62.85861401970027,3.3391909110176687,3.6453202806118865,3.9782678667816906,0.6943117380142212,Yohan Ramirez,19444,670990
Daniel Lynch IV,KCR,4.0,4.0,1.0,48.0,2.0,50.0,0.19704433,0.06896552,7.200001235962127,2.520000432586744,0.7200001235962126,0.23076923076923078,0.69620253,0.496551724,0.071428571,94.93043159816575,2.8800004943848503,67.20683865713654,3.623992716115906,3.4809638710022086,4.14195756409538,0.6847425997257233,Daniel Lynch IV,21537,663738
Aaron Nola,PHI,4.0,9.0,0.0,25.0,25.0,130.0,0.24338624,0.08112875,9.553846153846154,3.1846153846153844,2.076923076923077,0.3210227272727273,0.75,0.399470899,0.192307692,92.3000014308608,5.3307692307692305,125.68548181657854,4.2457476698372805,5.042502263876108,3.864995384904055,0.6838126182556152,Aaron Nola,16149,605400
Matthew Boyd,CHC,8.0,2.0,0.0,15.0,15.0,85.0,0.1920904,0.07344633,7.2,2.7529411764705882,1.3764705882352941,0.275,0.76759062,0.412,0.134020618,92.69608866042346,4.023529411764706,98.17304073556778,4.991334561040018,4.633904978808235,4.378824907628929,0.6700026988983154,Matthew Boyd,15440,571510
Randy Vasquez,SDP,8.0,6.0,0.0,24.0,19.0,111.0,0.14978903,0.06751055,5.756757152437581,2.594594772929614,1.2162162998107566,0.30113636363636365,0.73529412,0.395604395,0.096153846,95.0231476369258,4.297297592664673,106.98744380118161,5.839617532446559,4.531414352482327,4.909109024691468,0.6655080802738667,Randy Vasquez,24719,681190
Will Klein,LAD,3.0,4.0,2.0,36.0,3.0,41.2,0.25925926,0.11111111,10.58400161499048,4.536000692138778,0.6480000988769682,0.36283185840707965,0.72100313,0.560344827,0.103448275,97.51005381161404,3.67200056030282,88.43273774536233,3.4488494570163106,3.392963849945076,3.514009878611443,0.6646017199382186,Will Klein,27787,694361
Yusei Kikuchi,LAA,0.0,3.0,0.0,7.0,7.0,31.0,0.23239437,0.09859155,9.580645161290322,4.064516129032258,0.8709677419354839,0.3516483516483517,0.65502183,0.372340425,0.078947368,95.4484354654948,5.806451612903226,137.9524066344042,4.941476267238252,3.661608963627969,4.265230968979097,0.6600914597511292,Yusei Kikuchi,20633,579328
Zachary Thornton,NYM,3.0,3.0,0.0,8.0,8.0,45.1,0.16384181,0.07344633,5.757353102665876,2.580882425332979,0.7941176693332243,0.25384615384615383,0.79295154,0.409090909,0.083333333,91.91749877929688,2.779411842666285,68.88221763692847,4.833592127660164,3.875081471670871,4.33610482668571,0.6592767834663391,Zachary Thornton,33891,804267
Trevor McDonald,SFG,3.0,7.0,0.0,14.0,14.0,70.1,0.18387097,0.07419355,7.29383939002444,2.9431281749221423,0.8957346619328259,0.2938388625592417,0.64755839,0.553488372,0.129629629,93.97273393110795,5.118483782473291,125.66390876626728,4.06952419852177,4.246840663901008,4.1190518932321485,0.6575477123260498,Trevor McDonald,26448,686790
Peyton Gray,TEX,6.0,0.0,0.0,42.0,0.0,48.1,0.23474178,0.0657277,9.310346542159134,2.6068970318045577,1.1172415850590962,0.2857142857142857,0.75091575,0.356643356,0.098360655,92.92839363170347,3.351724755177288,81.71204385011862,3.2502932723127618,3.6809639128323464,3.983930871776156,0.6568576693534851,Peyton Gray,25310,682608
Erik Sabrowski,CLE,4.0,2.0,0.0,45.0,0.0,34.0,0.38255034,0.16778523,15.088240372682584,6.6176492862642915,0.794117914351715,0.30158730158730157,0.73059361,0.212121212,0.075,94.1240234375,3.4411776288574316,83.7058995157161,3.0926103748521196,3.169199126154504,3.8088984797342,0.6542715430259705,Erik Sabrowski,24978,681870
Riley O'Brien,STL,3.0,4.0,30.0,50.0,0.0,49.2,0.23557692,0.09615385,8.879195085522701,3.6241612593970207,0.36241612593970207,0.25984251968503935,0.73954984,0.504,0.06060606,,3.0805370704874675,75.43935564070739,4.413031172708952,3.4433799282773485,3.9289885604230226,0.647140622138977,Riley O'Brien,20348,676617
Fernando Cruz,NYY,4.0,6.0,2.0,57.0,0.0,51.1,0.28767123,0.14155251,11.045458923125398,5.4350670891569415,0.8766237240575713,0.2711864406779661,0.79365079,0.330578512,0.075757575,93.1533793927936,2.805195916984228,68.19703047714285,3.2046286496417924,3.8212238359862623,4.507661542911222,0.6247051954269409,Fernando Cruz,7048,518585
Randy Dobnak,KCR,2.0,1.0,0.0,8.0,6.0,41.2,0.14204545,0.09090909,5.4000000823974625,3.456000052734376,0.432000006591797,0.2706766917293233,0.8984375,0.545454545,0.057142857,92.2196932705966,1.728000026367188,40.32409688748774,4.565693688342839,3.65696381112671,4.308709005791115,0.6037364453077316,Randy Dobnak,23798,677976
Kyle Hart,SDP,0.0,3.0,0.0,33.0,4.0,49.1,0.22885572,0.08457711,8.391893081546781,3.1013517910064197,0.729729833177981,0.24427480916030533,0.61507937,0.492307692,0.08,93.92567237647805,4.195946540773391,104.46416266121162,3.1420919028196375,3.486369265214303,3.971583118651364,0.5989573299884796,Kyle Hart,19646,606996
Orion Kerkering,PHI,7.0,1.0,1.0,52.0,0.0,48.1,0.24528302,0.12264151,9.6827604038455,4.84138020192275,0.5586207925295481,0.25196850393700787,0.72368421,0.333333333,0.049180327,97.31898172669491,3.724138616863654,87.80536844673958,3.1355288876209295,3.598205276902043,4.7080689361663115,0.5969210267066956,Orion Kerkering,31776,689147
Luis Severino,ATH,2.0,6.0,0.0,12.0,12.0,62.2,0.2398524,0.11439114,9.33510676181496,4.452127840250212,1.2925532439436098,0.3170731707317073,0.74938575,0.444444444,0.140625,96.88826426630435,4.164893786040521,97.37665845521629,4.257147782127591,4.453304283561726,4.1373409694865275,0.5949913859367371,Luis Severino,15890,622663
Jonathan Loaisiga,ARI,3.0,3.0,1.0,51.0,0.0,48.1,0.1865285,0.05699482,6.703448981286304,2.0482760776152595,0.5586207484405253,0.2746478873239437,0.76305221,0.52112676,0.063829787,97.40983606557377,2.7931037422026264,66.2650675726808,3.2489426788625138,3.1430327743865942,3.8129841670999096,0.5905736684799194,Jonathan Loaisiga,19753,642528
Hunter Brown,HOU,3.0,3.0,0.0,13.0,13.0,68.2,0.24742268,0.13745704,9.436893553387302,5.242718640770723,1.1796116941734127,0.24096385542168675,0.78358209,0.549132947,0.166666666,96.22982260338345,3.669903048539506,88.72428251220055,3.8432924359072103,4.610090072562441,4.10055884659816,0.5905567407608032,Hunter Brown,25880,686613
Justin Slaten,BOS,2.0,4.0,0.0,36.0,0.0,31.1,0.28467153,0.05839416,11.20213084179963,2.2978729931896678,1.1489364965948339,0.36046511627906974,0.61497326,0.420454545,0.133333333,96.58203125,4.5957459863793355,106.0346475620401,2.9145295340981088,3.017133996971267,2.811676322405141,0.5852135419845581,Justin Slaten,25648,686580
Brock Burke,CIN,5.0,4.0,2.0,62.0,0.0,59.2,0.236,0.124,8.89944285804158,4.675978450835406,0.7541900727153881,0.25,0.74285714,0.397435897,0.074626865,96.16856737012986,2.715084261775397,62.006439199516905,3.7358173873564167,3.902192992627736,4.518213196938494,0.5847366452217102,Brock Burke,17968,656271
Mark Leiter Jr.,ATH,0.0,1.0,4.0,36.0,0.0,33.2,0.26388889,0.07638889,10.158417759964776,2.9405946147266455,0.5346535663139356,0.34831460674157305,0.7079646,0.417582417,0.068965517,92.203125,4.2772285305114845,100.00308366722687,4.19149640343608,2.932448922805998,3.4683970564389237,0.5840386748313904,Mark Leiter Jr.,15551,643410
Evan Sisk,PIT,1.0,0.0,0.0,36.0,0.0,40.2,0.27011494,0.10344828,10.401641946171482,3.9836075538529077,0.442623061539212,0.31313131313131315,0.83629893,0.424242424,0.055555555,91.59756097560975,2.6557383692352716,62.446437290277885,3.2000732469276523,3.3268655031927645,4.0319835557420305,0.5785517692565918,Evan Sisk,24995,681895
Ryan Gusto,MIA,0.0,3.0,0.0,16.0,11.0,53.2,0.20675105,0.05907173,8.217391547724077,2.3478261564925935,1.3416149465671963,0.29878048780487804,0.67961165,0.389534883,0.115942028,94.40041786383006,4.695652312985187,111.00738390163498,4.241194870124945,4.087175012263044,4.101958015044483,0.5753138363361359,Ryan Gusto,26440,687473
Erik Miller,- - -,2.0,0.0,4.0,43.0,1.0,38.0,0.32926829,0.1402439,12.789475931025342,5.447369378029313,0.47368429374167936,0.3048780487804878,0.83665339,0.55,0.1,96.78103111530173,2.3684214687083966,58.14712168923316,3.141300061789454,2.9757006259506067,3.090829208030396,0.5722228363156319,Erik Miller,26252,669062
Mick Abel,MIN,1.0,2.0,0.0,4.0,3.0,20.1,0.24731183,0.10752688,10.18032802801176,4.426229577396417,0.0,0.38596491228070173,0.74285714,0.381818181,0.0,94.82614155688317,3.9836066196567756,95.03790946832576,5.25260286076889,2.736701501873481,4.305240687936476,0.5697471415624022,Mick Abel,27756,690953
Joe Boyle,TBR,0.0,1.0,0.0,4.0,3.0,19.0,0.25925926,0.11111111,9.94736892034475,4.263158108719178,0.47368423430213097,0.24,0.4368932,0.411764705,0.045454545,97.3155850497159,5.21052657732344,124.15616174787115,3.9490751356227602,2.9757006391593954,4.050036160742477,0.5666323192417622,Joe Boyle,29608,671212
Dylan Dodd,ATL,3.0,1.0,1.0,35.0,0.0,38.1,0.27027027,0.08108108,9.391305593912618,2.8173916781737853,0.9391305593912618,0.18888888888888888,0.88435374,0.301075268,0.09090909,94.19999694824219,2.113043758630339,50.388756624271025,2.793905660443143,3.446181242100915,3.8329138439630484,0.5666244029998779,Dylan Dodd,29928,689266
Eric Orze,MIN,2.0,2.0,1.0,36.0,0.0,41.1,0.19047619,0.11111111,7.83871136545303,4.5725816298476,0.21774198237369527,0.3178294573643411,0.59748428,0.421875,0.02173913,92.76892434675142,5.661291541716077,135.06286247254195,4.095163068319125,3.322899338308419,4.698598900029027,0.5575085878372192,Eric Orze,27626,679358
Jack Leiter,TEX,3.0,7.0,0.0,15.0,15.0,80.0,0.23380282,0.09859155,9.3375,3.9375,1.575,0.3013698630136986,0.69416499,0.36637931,0.14893617,96.69200888708178,5.2875,128.90450839978027,4.828204479958804,4.743463802337647,4.252988316677511,0.5546965003013611,Jack Leiter,30146,683004
Juan Mejia,COL,3.0,6.0,4.0,48.0,1.0,51.1,0.21551724,0.12931034,8.76623562215632,5.259741373293791,0.7012988497725055,0.3287671232876712,0.6377551,0.44217687,0.085106382,97.21289837549604,5.435066085736918,114.48844380519891,4.493863919049311,4.016028935367654,4.393580584915575,0.548270246013999,Juan Mejia,23237,675848
Jeremiah Estrada,SDP,2.0,2.0,1.0,31.0,0.0,29.1,0.31623932,0.12820513,11.352274695704148,4.602273525285465,0.613636470038062,0.23809523809523808,0.65068493,0.38095238,0.074074074,95.85420959249085,3.375000585209341,84.02552479851386,3.253975821790227,2.978691057331303,3.490262574096624,0.5463234186172485,Jeremiah Estrada,22210,669093
Reynaldo Lopez,ATL,4.0,3.0,0.0,24.0,11.0,71.2,0.21568627,0.09477124,8.288372387140758,3.641860594349727,1.25581399805163,0.285,0.77108434,0.365384615,0.111111111,94.2326888697994,3.641860594349727,86.84572971984291,4.631024427812009,4.3088708226547965,4.402177580529968,0.5461362600326538,Reynaldo Lopez,16400,625643
Grant Wolfram,BAL,4.0,2.0,1.0,45.0,0.0,37.0,0.25595238,0.07738095,10.459463772939227,3.1621634662374407,0.7297300306701786,0.3619047619047619,0.59479554,0.460784313,0.076923076,95.39115646258503,5.594596901804703,136.44501307668813,3.8164899348894568,3.189071955029525,3.7358566787236067,0.5424655079841614,Grant Wolfram,21623,664991
Michael Lorenzen,COL,3.0,11.0,0.0,26.0,25.0,115.2,0.14590747,0.08718861,6.380404019350081,3.8126804505872434,1.4783862971664823,0.3669950738916256,0.61608961,0.451536643,0.135714285,93.99495190840501,7.080692265376309,149.15318889200378,6.16626655279695,5.225056209924124,4.92785904361301,0.5414248537272215,Michael Lorenzen,14843,547179
Cole Sulser,TBR,1.0,0.0,2.0,41.0,2.0,46.1,0.24365482,0.07106599,9.323742030712323,2.7194247589577607,1.1654677538390403,0.3178294573643411,0.60836502,0.386363636,0.105263157,92.23390480324075,4.856115640996002,115.71127601839711,4.478876219942841,3.5989494707105534,3.7838794891874636,0.5319215878844261,Cole Sulser,15256,642121
Jake Irvin,WSN,2.0,7.0,0.0,15.0,15.0,71.1,0.23003195,0.09904153,9.084112797254958,3.91121523215144,1.514018799542493,0.28272251308900526,0.61926606,0.368159203,0.133333333,93.05829160911603,5.803738731579556,139.0831584155105,5.301000038472468,4.847319068470555,4.5765758352933315,0.529624342918396,Jake Irvin,21504,663623
Drew Anderson,DET,4.0,4.0,2.0,43.0,5.0,76.1,0.26605505,0.08868502,10.257643373813691,3.4192144579378967,1.296943415079892,0.3010204081632653,0.75342466,0.480392156,0.150684931,95.7078903168146,4.008734192065121,96.11974090401209,3.5386082780795873,3.9717936227965622,3.550854674930561,0.5291986912488937,Drew Anderson,15130,623454
Brayan Bello,BOS,4.0,6.0,1.0,18.0,8.0,83.2,0.17486339,0.07377049,6.8844623606545,2.9043825584011174,1.1832669682374921,0.31417624521072796,0.67843866,0.522388059,0.154929577,95.11348150017557,4.840637597335196,111.68487186415875,5.282387877711036,4.33594392016529,3.9155954172786607,0.528796911239624,Brayan Bello,23920,678394
Jose Suarez,- - -,1.0,4.0,1.0,42.0,2.0,58.2,0.23255814,0.09689922,9.204546900943518,3.835227875393133,0.9204546900943519,0.3475609756097561,0.65375303,0.410714285,0.101694915,92.70182812245022,5.21590991053466,123.16563467223911,3.8030803065820273,3.7968730057443647,3.994701078601553,0.5212683384306729,Jose Suarez,19911,660761
Cal Quantrill,TEX,4.0,4.0,0.0,25.0,8.0,70.2,0.16442953,0.0738255,6.240566262319538,2.8018868932863232,1.146226456344405,0.2535211267605634,0.73643411,0.39090909,0.092783505,93.79736756441886,3.438679369033215,83.83191935880721,4.371921830290411,4.496058192886295,4.925089254784994,0.5188440643250942,Cal Quantrill,19312,615698
Blake Snell,LAD,0.0,1.0,0.0,2.0,2.0,9.0,0.375,0.075,15.0,3.0,0.0,0.4090909090909091,0.5,0.454545454,0.0,96.09870256696429,5.0,120.41492953648884,2.3305622696606467,0.7476304690043132,1.5913772842950293,0.49761533737182617,Blake Snell,13543,605483
Jordan Hicks,CHW,2.0,1.0,1.0,40.0,1.0,36.2,0.26875,0.1375,10.5545483827205,5.400001498136069,0.490909227103279,0.30434782608695654,0.79681275,0.473118279,0.0625,99.48723196476064,3.1909099761713136,76.50540443183334,2.8875259016374275,3.326418415889286,3.942777220362138,0.4941277503967285,Jordan Hicks,19618,663855
Taylor Clarke,ARI,2.0,3.0,0.0,55.0,0.0,55.0,0.14354067,0.0430622,4.909091590061755,1.4727274770185266,0.6545455453415674,0.2085889570552147,0.74324324,0.503030303,0.071428571,94.40000406901042,2.2909094086954855,54.350744111775164,3.926136945041577,3.590054782047755,4.190958119608351,0.4918677806854248,Taylor Clarke,17611,664199
Jordan Romano,- - -,0.0,2.0,12.0,23.0,0.0,19.2,0.27368421,0.13684211,11.898306623336872,5.949153311668436,0.45762717782064893,0.3888888888888889,0.66473988,0.345454545,0.047619047,93.99263466282895,5.949153311668436,136.41194831224627,3.883258525431377,3.2335061949445296,4.194199350596636,0.49061661772429943,Jordan Romano,16122,605447
Casey Legumina,- - -,2.0,2.0,0.0,42.0,5.0,53.2,0.17410714,0.05803571,6.54037402676109,2.18012467558703,0.6708075924883169,0.2919254658385093,0.73394495,0.401234567,0.06779661,93.25851925936612,3.8571436568078226,93.8033162806297,4.263277034316101,3.71450430635439,4.415235727106294,0.48190751671791077,Casey Legumina,25921,668984
Stephen Kolek,KCR,4.0,3.0,0.0,10.0,10.0,54.0,0.15178571,0.05357143,5.666666666666667,2.0,1.3333333333333333,0.27976190476190477,0.67474048,0.457142857,0.140350877,94.24894514767932,4.5,105.01066737549701,3.827174486137462,4.525408246782091,4.202601269908525,0.47969532012939453,Stephen Kolek,21487,663568
Jacob Lopez,ATH,5.0,4.0,0.0,20.0,17.0,88.0,0.20454545,0.11616162,8.284091447749448,4.704545760450304,1.5340910088424906,0.2948207171314741,0.72649573,0.32183908,0.110294117,90.51211295871559,5.2159094300644675,121.9497680366027,3.41113315624246,5.1264184807943005,5.257659630045836,0.47883255779743195,Jacob Lopez,25098,682052
Kevin Ginkel,ARI,5.0,4.0,1.0,55.0,0.0,52.0,0.23444976,0.07177033,8.48077047506046,2.596154227059324,1.0384616908237296,0.26618705035971224,0.68548387,0.390070921,0.09375,95.5588838693634,3.634615917883054,86.22954663664959,3.8475996958757643,3.561733103644929,3.9309568716919343,0.47435641288757324,Kevin Ginkel,19876,656464
Patrick Corbin,TOR,3.0,4.0,1.0,19.0,15.0,80.0,0.175,0.06944444,7.087500084489585,2.812500033527613,1.3500000160932544,0.33858267716535434,0.70409982,0.38490566,0.130434782,91.26415094339623,5.512500065714121,133.3091382893664,5.478285917558797,4.618463820666075,4.4150197258926145,0.4722910225391388,Patrick Corbin,9323,571578
Luis Medina,ATH,4.0,3.0,0.0,42.0,1.0,55.0,0.2768595,0.11157025,10.963637694366868,4.41818235444635,0.9818183009880778,0.3381294964028777,0.75067024,0.359154929,0.096774193,97.65838664010067,3.6000004369562855,84.16925640770972,4.317533403691338,3.699145695552362,3.9930029055187695,0.47117048129439354,Luis Medina,21649,665622
Mason Fluharty,TOR,5.0,1.0,1.0,65.0,3.0,49.2,0.26315789,0.09569378,9.966446142531447,3.624162233647799,1.0872486700943396,0.29133858267716534,0.77338129,0.361538461,0.098360655,,3.805370345330189,92.02551211981866,2.797654631615648,3.7051250759103227,3.999958733732646,0.4580375403165817,Mason Fluharty,31553,689254
Brent Suter,- - -,1.0,2.0,0.0,44.0,3.0,71.1,0.19732441,0.06688963,7.443925963456926,2.523364733375229,1.0093458933500916,0.3033175355450237,0.68459658,0.471962616,0.123076923,87.56910734723328,3.911215336731605,92.94671253820403,4.315901491336076,3.767879757534237,3.693838311803349,0.45798300951719284,Brent Suter,13942,608718
Jose Alvarado,PHI,3.0,3.0,1.0,51.0,0.0,44.0,0.26923077,0.10576923,11.45454744071049,4.500000780279121,0.8181819600507494,0.3728813559322034,0.63535912,0.35042735,0.083333333,97.10588522518383,6.1363647003806205,144.6792987244528,3.8277142789706224,3.762782102379938,4.237775931130692,0.4490639269351959,Jose Alvarado,17780,621237
Tatsuya Imai,HOU,6.0,4.0,0.0,17.0,15.0,64.2,0.27777778,0.14583333,11.134021713219644,5.845361399440313,1.2525774427372098,0.2875816993464052,0.70601852,0.41875,0.140625,94.85777633101851,5.288660313779331,127.85966974728633,4.833288490935424,4.550036111720794,4.243844841227683,0.4487908035516739,Tatsuya Imai,37124,837227
Emilio Pagan,CIN,4.0,1.0,15.0,29.0,0.0,27.1,0.25663717,0.07079646,9.548780932020836,2.634146464005748,1.317073232002874,0.2463768115942029,0.75757576,0.232876712,0.088888888,94.83500279017858,3.9512196960086214,90.23700195745886,3.532648356505739,4.068768726339802,4.6667013897126814,0.447665810585022,Emilio Pagan,14771,641941
Ty Madden,DET,1.0,0.0,0.0,14.0,1.0,34.1,0.25179856,0.08633094,9.174758385888433,3.14563144659032,0.78640786164758,0.22727272727272727,0.81761006,0.384615384,0.078947368,93.17565095733484,2.6213595388252666,62.85385551052075,2.9218500158087246,3.313973539122115,3.8589915318858092,0.4428487755358219,Ty Madden,30140,680744
Grant Holmes,ATL,7.0,5.0,0.0,24.0,23.0,117.2,0.1913215,0.10059172,7.419263616443312,3.9008499426660714,1.453257821777556,0.26409495548961426,0.81240768,0.417613636,0.139705882,94.16238397720757,3.8243626888883053,91.19777098144222,4.782219305860502,4.908159309250949,4.564384970799707,0.4410712197422981,Grant Holmes,16944,656550
Chase Dollander,COL,3.0,3.0,0.0,10.0,3.0,44.0,0.24867725,0.0952381,9.613636780376295,3.681818341420709,1.2272727804735695,0.28695652173913044,0.79457364,0.495798319,0.133333333,98.86964634486607,3.8863638048329703,81.86537883022824,3.949648715078971,4.149145666823902,3.929679567277302,0.4381478577852249,Chase Dollander,33482,801403
Kirby Yates,- - -,1.0,5.0,3.0,38.0,0.0,34.0,0.29655172,0.08965517,11.38235421824222,3.4411768566778806,0.794117736156434,0.2804878048780488,0.72164948,0.321428571,0.071428571,90.90077193741946,3.7058827687300253,87.91656081968883,2.986548244718621,3.1986108743608224,3.927647992508882,0.4365297704935074,Kirby Yates,9073,489446
Kyle Hurt,LAD,3.0,1.0,1.0,38.0,1.0,39.2,0.28488372,0.12790698,11.117648306190077,4.991597198697585,0.9075631270359246,0.3020833333333333,0.69444444,0.434343434,0.1,96.4639523528343,4.310924853420642,103.81994249234901,3.5787044249260953,3.660795800166154,3.881378279560175,0.4316594526171684,Kyle Hurt,27514,669165
Ryan Zeferjahn,- - -,4.0,3.0,4.0,50.0,0.0,56.0,0.32926829,0.13821138,13.017858916399671,5.464286458735665,0.9642858456592349,0.25862068965517243,0.75070822,0.404958677,0.122448979,97.41593111478366,3.8571433826369397,91.94900555039638,3.0349798777805668,3.884535340387009,3.820579422899441,0.42881080880761147,Ryan Zeferjahn,25420,666171
Blade Tidwell,SFG,0.0,0.0,1.0,11.0,3.0,27.0,0.18181818,0.09090909,6.666666902141815,3.3333334510709074,0.6666666902141815,0.2727272727272727,0.67307692,0.392405063,0.066666666,95.60769162478147,4.3333334863921795,106.38768178819358,3.9072543119229124,3.7846675308970608,4.509198224106875,0.421328142285347,Blade Tidwell,31701,694918
Paul Blackburn,NYY,4.0,2.0,1.0,46.0,2.0,68.0,0.20377358,0.09433962,7.147059625407906,3.3088239006518085,0.794117736156434,0.22346368715083798,0.88050314,0.576086956,0.111111111,94.71612942603326,1.8529413843650127,45.046800224118,3.5516629221271483,3.786846234476699,3.8458490417768942,0.41946377605199814,Paul Blackburn,14739,621112
Matt Festa,CLE,2.0,3.0,1.0,53.0,0.0,51.1,0.23684211,0.06578947,9.467535516267299,2.6298709767409165,1.0519483906963665,0.3469387755102041,0.73275862,0.357615894,0.098360655,92.58382890236318,4.032468831002738,98.08892977147643,4.093678710177606,3.7238211522076483,4.0090822892411895,0.4051692485809326,Matt Festa,19330,670036
Noah Schultz,CHW,3.0,9.0,0.0,15.0,14.0,65.1,0.20274914,0.10652921,8.127551653145899,4.2704084957207264,1.2397960148866627,0.28804347826086957,0.63348416,0.34574468,0.109756097,95.20347047312379,6.061224961668128,145.32420861372734,5.782072245410582,4.856474144644472,4.971836856741535,0.4011825621128082,Noah Schultz,32056,702273
Aaron Civale,- - -,5.0,7.0,1.0,23.0,15.0,89.1,0.17866005,0.06203474,7.253731911154299,2.5186569135952426,1.712686701244765,0.3356643356643357,0.77645051,0.283333333,0.119718309,91.44535602507044,4.936567550646676,115.82945564651219,4.822654003259459,4.883202749399132,4.8234454983213855,0.39876504987478256,Aaron Civale,19479,650644
Cam Booser,TBR,0.0,0.0,0.0,27.0,0.0,28.0,0.33653846,0.04807692,11.250002299036769,1.6071431855766811,1.6071431855766811,0.1864406779661017,1.0,0.238095238,0.125,95.64594594594594,1.9285718226920174,45.953911108065995,2.5404389815547717,3.438106732465798,3.2863127979072155,0.39211994409561163,Cam Booser,16061,592155
Trevor Richards,- - -,0.0,0.0,1.0,37.0,0.0,55.1,0.2300885,0.07964602,8.4578325400629,2.9277112638679275,1.3012050061635234,0.22972972972972974,0.77868852,0.296774193,0.096385542,92.04341083024119,3.253012515408808,77.9295317460517,3.7059010787463995,4.05686755696029,4.455465943205018,0.390802338719368,Trevor Richards,19309,670950
Garrett Cleavinger,TBR,4.0,4.0,2.0,44.0,0.0,36.1,0.30573248,0.10828025,11.889911169677811,4.2110102059275585,1.2385324135081053,0.3176470588235294,0.77272727,0.386363636,0.147058823,96.56263950892857,3.963303723225937,94.43739914086507,4.011083313642008,3.7965603079201076,3.428779624127187,0.3864240348339081,Garrett Cleavinger,17897,664076
Wilber Dotel,PIT,1.0,4.0,0.0,15.0,0.0,28.2,0.25203252,0.10569106,9.73255900294805,4.081395710913699,0.6279070324482614,0.3246753246753247,0.61827957,0.441558441,0.074074074,98.18266493055556,4.7093027433619605,110.73349010993401,3.865433254880593,3.1856149744123567,3.7090834588674033,0.38420334458351135,Wilber Dotel,28901,696062
Chris Bassitt,BAL,4.0,4.0,0.0,13.0,11.0,61.2,0.14035088,0.0877193,5.837837988308004,3.6486487426925027,0.8756756982462006,0.33495145631067963,0.72289157,0.457142857,0.09090909,91.69310155408135,5.1081082397695035,124.5801811650913,5.086557990242591,4.65393681585397,5.014538797957188,0.3837500736117363,Chris Bassitt,12304,605135
Graham Ashcraft,CIN,1.0,1.0,1.0,26.0,0.0,27.0,0.29357798,0.14678899,10.666668173707775,5.333334086853887,0.6666667608567359,0.2542372881355932,0.72847682,0.540983606,0.105263157,,3.3333338042836798,76.12587306290698,3.4006968304350282,3.451334225035833,3.55711724305334,0.3815036118030548,Graham Ashcraft,27552,668933
Alex Hoppe,- - -,0.0,1.0,0.0,29.0,0.0,32.1,0.26241135,0.08510638,10.29897008472817,3.340206513965893,0.5567010856609822,0.3258426966292135,0.55825243,0.483516483,0.095238095,98.03919622526696,5.010309770948839,128.8237914753497,3.561812968872476,2.8026132595071553,2.9848904821081685,0.3779168799519539,Alex Hoppe,31880,695380
Tyler Phillips,MIA,3.0,6.0,2.0,30.0,14.0,98.2,0.17924528,0.09433962,6.932432611115755,3.6486487426925027,1.1858108413750634,0.2773972602739726,0.79124579,0.463333333,0.126213592,96.10588343003216,3.6486487426925027,86.25573715972061,4.822254394370343,4.560693570207384,4.433301602953238,0.37788574397563934,Tyler Phillips,20629,663969
Orlando Ribalta,WSN,0.0,2.0,2.0,39.0,0.0,37.0,0.21854305,0.09271523,8.027027854613006,3.4054057565024873,0.9729730732864249,0.25,0.69518717,0.398058252,0.081632653,96.8752682864011,3.4054057565024873,81.60853032952113,3.6963981626505826,3.837720637115977,4.443625270088515,0.3760570287704468,Orlando Ribalta,26247,687377
