Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
Isiah Kiner-Falefa,BOS,47.0,132.0,2.0,19.0,13.0,7.0,0.09090909,0.136363636,0.084033613,0.313131313,0.277310924,0.34351145,0.361344537,0.31698442369926977,0.31181895916278546,98.26925117647588,1.3913656799122691,1.1262937332430734,5.285877466201782,1.131301745750177,Isiah Kiner-Falefa,16512,643396
Victor Mesa Jr.,TBR,51.0,164.0,9.0,19.0,19.0,5.0,0.091463414,0.237804878,0.232876712,0.222222222,0.212328767,0.283950617,0.445205479,0.31470101446281246,0.3199079066147039,100.05425898891546,0.11751176416873932,0.12783631902188308,5.022104740142822,1.1189470828702,Victor Mesa Jr.,25999,683748
Griffin Conine,MIA,52.0,166.0,12.0,23.0,26.0,2.0,0.102409638,0.313253012,0.278911565,0.325301204,0.265306122,0.34939759,0.544217687,0.38407084740788106,0.37083841959635416,142.26582746752283,0.58556988555938,9.074282580855755,-3.548310399055481,1.1098556209974142,Griffin Conine,21626,665052
Cedric Mullins,TBR,101.0,388.0,13.0,44.0,36.0,18.0,0.082474226,0.203608247,0.150887574,0.228915662,0.207100591,0.286842105,0.357988165,0.28715748598701074,0.25533830358626997,80.85186526675673,-0.0003831256181001663,-8.62051662005722,5.677217364311218,1.108003511177823,Cedric Mullins,17929,656775
Anthony Volpe,NYY,56.0,194.0,1.0,20.0,19.0,7.0,0.113402061,0.231958762,0.081871345,0.317460317,0.239766081,0.324742268,0.321637426,0.29391957435411276,0.2899646857859557,87.61487699121408,0.550692904740572,-2.2370829065355675,6.165209770202637,1.1034497661415408,Anthony Volpe,27647,683011
Daulton Varsho,- - -,105.0,390.0,8.0,41.0,28.0,10.0,0.084615384,0.194871794,0.132768362,0.280442804,0.237288135,0.305128205,0.370056497,0.29773733065914865,0.29425141491840795,89.74822693526114,0.6875017564743757,-3.9514449394580096,0.7507948260754347,1.0890722039146299,Daulton Varsho,19918,662139
Daniel Susac,SFG,53.0,161.0,3.0,11.0,22.0,2.0,0.04968944,0.223602484,0.131944445,0.293577981,0.243055555,0.289308176,0.375,0.2895885466029809,0.2962908714822253,82.7675234142187,-0.41501796804368496,-3.771759825491577,9.216797947883606,1.085127296092956,Daniel Susac,31441,691740
Jake Burger,TEX,113.0,451.0,19.0,49.0,66.0,2.0,0.075388026,0.268292682,0.179611651,0.288321167,0.237864077,0.299334811,0.417475728,0.31348074024373834,0.29910003050398454,101.53469878555059,-0.3616397986188531,0.44143404786728,-5.891418218612671,1.0814753313994925,Jake Burger,22275,669394
Henry Bolte,ATH,75.0,275.0,5.0,26.0,22.0,13.0,0.069090909,0.283636363,0.099173553,0.354037267,0.256198347,0.333333333,0.3553719,0.3106918269461328,0.30168686757668356,95.28512392060492,-0.03092706110328436,-1.5353112758075396,2.2502485513687134,1.0703282046401668,Henry Bolte,31448,703607
Gary Sanchez,MIL,62.0,200.0,9.0,30.0,27.0,0.0,0.185,0.18,0.225,0.23275862,0.225,0.375,0.45,0.3650880679488182,0.3603132999304569,131.63388189606712,-1.2067396026104689,6.4479371468043,-2.478422373533249,1.0636323163911077,Gary Sanchez,11442,596142
Javier Sanoja,MIA,101.0,318.0,4.0,29.0,42.0,6.0,0.053459119,0.078616352,0.137123746,0.287822878,0.274247491,0.312302839,0.411371237,0.31580634354040826,0.27753276522197423,96.62619340208465,-1.354956042021513,-2.653006797253666,2.7342000007629395,1.0572148231521596,Javier Sanoja,28253,691594
Tyler Stephenson,CIN,89.0,320.0,10.0,28.0,33.0,0.0,0.109375,0.25625,0.163120567,0.3125,0.24822695,0.33125,0.411347517,0.3267328729823839,0.3502114897320984,100.45350812724789,-1.7535211192443967,-1.5779393488517264,1.2628397941589355,1.0234877012890073,Tyler Stephenson,17988,663886
Nick Fortes,TBR,85.0,264.0,4.0,28.0,28.0,0.0,0.026515151,0.121212121,0.106122449,0.3,0.273469387,0.314176245,0.379591836,0.30701665700167075,0.28315178922904555,94.69699121546051,-1.1095621585845947,-2.7339213291538944,3.241599887609482,1.0093356100658917,Nick Fortes,21538,663743
Luis Campusano,SDP,41.0,134.0,4.0,14.0,16.0,0.0,0.126865671,0.223880597,0.182608696,0.37037037,0.295652173,0.395522388,0.478260869,0.384558049155705,0.3389198188494919,147.58334992248857,-0.9194132015109062,6.795022843679924,-1.2205020040273666,1.0092406043194955,Luis Campusano,22217,669134
Ryan Waldschmidt,ARI,53.0,190.0,2.0,22.0,15.0,6.0,0.052631578,0.310526315,0.121387283,0.412280701,0.283236994,0.329787234,0.404624277,0.32228400732608553,0.2961914387155086,101.30759131303995,1.2271227892488241,1.5277096540484498,2.2001707636518404,1.006059145433109,Ryan Waldschmidt,35061,814439
Justin Foscue,TEX,63.0,151.0,7.0,16.0,21.0,0.0,0.072847682,0.271523178,0.218978102,0.311111111,0.255474452,0.317880794,0.474452554,0.342179285769431,0.3138616195577659,121.54233037573695,-0.050146336667239666,3.7240580975463184,0.7689222097396851,1.0049404463953813,Justin Foscue,27501,679822
Kyle Tucker,LAD,111.0,457.0,11.0,64.0,54.0,7.0,0.122538293,0.185995623,0.144670051,0.281456953,0.243654822,0.33916849,0.388324873,0.32423852139541826,0.3357879839006086,104.08187987307593,-0.33172123972326517,1.9252227981401187,-7.074444770812988,0.9835046354075636,Kyle Tucker,18345,663656
Jackson Holliday,BAL,66.0,217.0,6.0,27.0,21.0,6.0,0.142857142,0.248847926,0.147540983,0.309523809,0.245901639,0.350230414,0.393442622,0.32795158014741055,0.31910829765852106,111.6629773375555,0.2772577963769436,3.2137236620195733,-1.3690547943115234,0.9748839207756541,Jackson Holliday,31781,702616
Vladimir Guerrero Jr.,TOR,110.0,466.0,7.0,59.0,46.0,7.0,0.100858369,0.135193133,0.097560976,0.289855072,0.260975609,0.339055793,0.358536585,0.3092111275408118,0.3356391426798061,97.74107578498912,-1.4230946945026517,-2.6444537841798104,-4.449134826660156,0.9686457495666004,Vladimir Guerrero Jr.,19611,665489
Will Smith,LAD,52.0,201.0,6.0,23.0,23.0,0.0,0.11442786,0.169154228,0.132947977,0.272058823,0.248554913,0.338308457,0.38150289,0.321167744807343,0.3852317012957673,102.02884920799481,-1.6784430323168635,-1.185053196820593,4.090802878141403,0.9586887246624647,Will Smith,19197,669257
Ronald Acuna Jr.,ATL,66.0,292.0,12.0,40.0,28.0,15.0,0.130136986,0.222602739,0.194331984,0.279069767,0.242914979,0.352739726,0.437246963,0.34633989539639704,0.3780626757391568,117.89507592773614,-0.375155845656991,5.946935519586495,-6.150808572769165,0.9424447747378308,Ronald Acuna Jr.,18401,660670
Angel Martinez,CLE,79.0,288.0,12.0,32.0,42.0,9.0,0.027777777,0.225694444,0.194029851,0.265625,0.235074626,0.269503546,0.429104477,0.30159925505624596,0.30385323521081237,93.02627937172863,0.7496890621259809,-1.5806162451443773,0.570720911026001,0.9419782128163956,Angel Martinez,26540,682657
Joshua Kuroda-Grauer,ATH,16.0,62.0,1.0,8.0,4.0,0.0,0.016129032,0.112903225,0.166666667,0.461538461,0.416666666,0.43548387,0.583333333,0.44220657117905154,0.327288987206631,186.9726468626344,-0.3996806154027581,5.856800932148021,1.138828158378601,0.9367412240048791,Joshua Kuroda-Grauer,35121,811965
Jose Altuve,HOU,94.0,403.0,13.0,54.0,34.0,2.0,0.081885856,0.200992555,0.152588556,0.277372262,0.242506811,0.305970149,0.395095367,0.3080761683849325,0.27861626382438603,96.92094424389329,-1.2681681206449866,-2.7078892905723384,-2.4645694494247437,0.9355914531841284,Jose Altuve,5417,514888
Ryan McMahon,NYY,98.0,283.0,10.0,28.0,28.0,3.0,0.077738515,0.303886925,0.159533074,0.277777777,0.214007782,0.280141843,0.373540856,0.2886036532990476,0.3076430622793177,83.90880101823349,-0.3355590831488371,-5.619167606195524,4.72039520740509,0.9351475696617436,Ryan McMahon,15112,641857
J.T. Realmuto,PHI,87.0,329.0,8.0,36.0,38.0,3.0,0.072948328,0.20668693,0.129692833,0.263636363,0.225255972,0.300911854,0.354948805,0.29320510017110946,0.3229410947280557,81.2508647753135,1.1704792389646173,-6.292659416093683,4.796957761049271,0.9330442522244041,J.T. Realmuto,11739,592663
J.P. Crawford,SEA,87.0,364.0,10.0,38.0,30.0,1.0,0.137362637,0.203296703,0.133550488,0.244444444,0.211726384,0.329670329,0.345276872,0.30771015748217867,0.3250561548658639,102.73524297812872,-1.34334169421345,-0.18815258275151736,-3.832127809524536,0.9113549627656807,J.P. Crawford,15491,641487
Nasim Nunez,WSN,111.0,392.0,1.0,46.0,33.0,40.0,0.109693877,0.206632653,0.038235294,0.296153846,0.229411764,0.316062176,0.267647058,0.27168034379964046,0.27071344759072086,68.46241837434364,5.966826820746064,-8.990666775766437,5.158083081245422,0.9030689872846568,Nasim Nunez,25979,683083
Samuel Basallo,BAL,86.0,311.0,16.0,34.0,46.0,0.0,0.083601286,0.263665594,0.209219858,0.279569892,0.241134751,0.305466237,0.450354609,0.32532337549049106,0.3354892483005276,109.83068411307204,-1.7501451978459954,1.7971711595169397,-4.058620423078537,0.898061803410289,Samuel Basallo,28824,694212
Braden Montgomery,CHW,50.0,204.0,4.0,27.0,24.0,1.0,0.102941176,0.220588235,0.145251397,0.290076335,0.234636871,0.323529411,0.379888268,0.3134644262346567,0.31233951832988477,99.82907867281551,-1.020164793357253,-1.0606207257701072,2.51227068901062,0.8877343816619685,Braden Montgomery,35423,695731
Brandon Marsh,PHI,114.0,450.0,16.0,60.0,52.0,10.0,0.055555555,0.253333333,0.164677804,0.337883959,0.274463007,0.315555555,0.439140811,0.32429672009207205,0.31266702373376054,102.03780491699032,1.2089318512007594,2.318411883738382,-8.377397060394287,0.8678425703435769,Brandon Marsh,20202,669016
Jared Young,NYM,71.0,223.0,7.0,25.0,23.0,3.0,0.080717488,0.192825112,0.176767677,0.295302013,0.257575757,0.336322869,0.434343434,0.33864363373127754,0.3310907475082329,116.45630055329732,0.7141896262764931,5.154174030632494,-3.86600524187088,0.8666627346958884,Jared Young,20404,676724
Jose Siri,LAA,64.0,135.0,7.0,23.0,20.0,2.0,0.066666666,0.296296296,0.231404959,0.346666666,0.272727272,0.330827067,0.504132231,0.35932192094343945,0.32054063045617304,130.86086323919304,-0.3200498763471842,4.513849766322551,-0.8177356421947479,0.865815197263667,Jose Siri,17452,642350
Derek Hill,- - -,86.0,170.0,9.0,25.0,22.0,12.0,0.064705882,0.347058823,0.193548387,0.32183908,0.238709677,0.293413173,0.432258064,0.3164453320874425,0.2944057188838361,99.05166627095564,0.8292906964197755,0.7004231728668193,1.9843041226267815,0.8635498134112359,Derek Hill,16947,656537
Tommy Edman,LAD,42.0,157.0,3.0,20.0,22.0,3.0,0.063694267,0.210191082,0.135714286,0.346153846,0.278571428,0.348387096,0.414285714,0.33818377794757964,0.3313322990171371,113.40526713777945,-0.1867089355364442,2.3596492638102187,0.9651110395789146,0.8561865006618874,Tommy Edman,19470,669242
Tyler Tolbert,KCR,52.0,98.0,3.0,23.0,6.0,15.0,0.071428571,0.163265306,0.151162791,0.352941176,0.313953488,0.361702127,0.465116279,0.3601773977279663,0.3082670658192736,129.58371238812953,1.3843863224610686,4.7482201883338,0.05733880400657654,0.8444855426287368,Tyler Tolbert,25779,686475
Pedro Ramirez,CHC,45.0,124.0,2.0,17.0,15.0,5.0,0.080645161,0.177419354,0.142857143,0.348314606,0.294642857,0.349593495,0.4375,0.3411444171530301,0.298400378618084,116.6455620853668,1.1796709848567843,3.676935356221077,0.5111833810806274,0.8351829155303256,Pedro Ramirez,29218,699393
Joey Wiemer,WSN,32.0,83.0,3.0,16.0,12.0,1.0,0.144578313,0.34939759,0.228571429,0.447368421,0.285714285,0.397590361,0.514285714,0.3966740815036268,0.31457586986262626,152.02954515455463,0.8400515988469124,6.064885548014704,-0.579918622970581,0.8318998215487873,Joey Wiemer,27690,686894
Ildemaro Vargas,ARI,103.0,360.0,7.0,46.0,55.0,2.0,0.058333333,0.1,0.137724551,0.287671232,0.272455089,0.318435754,0.41017964,0.31709034071209724,0.3173335662669381,97.83525898377425,0.587439838796854,-0.35543233236852156,-3.1472620964050293,0.8310814587144146,Ildemaro Vargas,13324,545121
Isaac Collins,KCR,106.0,390.0,6.0,40.0,35.0,6.0,0.115384615,0.22051282,0.128358209,0.302040816,0.23880597,0.337628865,0.367164179,0.31710908830780343,0.3058576878813124,99.55797929586078,-2.6312298299744725,-2.831245034373913,-2.905699133872986,0.8309945362917234,Isaac Collins,25477,686555
Spencer Steer,CIN,98.0,384.0,16.0,54.0,40.0,3.0,0.091145833,0.223958333,0.182352941,0.270833333,0.238235294,0.318537859,0.420588235,0.32521547178686755,0.3415273376133131,99.43901843831274,1.62451958283782,1.3638897157884369,-5.863850951194763,0.808772000320288,Spencer Steer,26323,668715
Eduardo Valencia,DET,15.0,43.0,4.0,10.0,13.0,0.0,0.023255813,0.255813953,0.414634146,0.461538461,0.390243902,0.418604651,0.804878048,0.5149508548337359,0.3998285781505496,240.30498546580955,-0.4917947677895427,6.5081941095540214,-0.166081964969635,0.801319613346184,Eduardo Valencia,24574,680664
Coby Mayo,BAL,92.0,298.0,15.0,39.0,42.0,2.0,0.070469798,0.332214765,0.223443223,0.26875,0.212454212,0.275167785,0.435897435,0.3074391986299681,0.30223349756842494,97.36245565882034,1.1715426575392485,0.2595909835919574,-3.135929226875305,0.7883361314435896,Coby Mayo,28312,691723
Victor Caratini,MIN,87.0,319.0,7.0,25.0,37.0,0.0,0.094043887,0.203761755,0.110294118,0.264423076,0.227941176,0.31661442,0.338235294,0.2936597584553485,0.3184531589723983,85.51167495451897,-3.007861163467169,-8.370328441402066,4.5540783405303955,0.7688753690005654,Victor Caratini,14968,605170
Corey Seager,TEX,59.0,250.0,11.0,32.0,28.0,1.0,0.124,0.26,0.186046511,0.219858156,0.195348837,0.3,0.381395348,0.2983176220766446,0.3342790796689176,90.96349817282018,-1.0469532031565905,-3.668128948728336,2.188950188457966,0.7563793210480909,Corey Seager,13624,608369
Heriberto Hernandez,MIA,88.0,316.0,16.0,31.0,44.0,8.0,0.088607594,0.272151898,0.22027972,0.264864864,0.227272727,0.297468354,0.447552447,0.3220113360692584,0.33888666062127976,100.7746684125423,-0.2867392497137189,0.009435003027437494,-2.901350200176239,0.748092427745494,Heriberto Hernandez,24878,681715
Samad Taylor,SDP,26.0,102.0,1.0,14.0,11.0,6.0,0.117647058,0.294117647,0.068181818,0.49122807,0.329545454,0.41,0.397727272,0.3640151500701904,0.32603462219238283,133.84897343414124,0.6429547872394323,4.82020071938496,-0.7781360745429993,0.7477522677309012,Samad Taylor,22274,669392
Ryan O'Hearn,PIT,96.0,398.0,17.0,54.0,69.0,1.0,0.077889447,0.216080402,0.183844011,0.308880308,0.270194986,0.334170854,0.454038997,0.3428197471561,0.32116862568506965,114.15345905214956,-3.2159256897866726,3.5994536882360837,-9.379067420959473,0.7247427660039438,Ryan O'Hearn,16442,656811
Austin Martin,MIN,106.0,325.0,2.0,38.0,22.0,11.0,0.132307692,0.178461538,0.077205882,0.28372093,0.231617647,0.347692307,0.308823529,0.30468465053118193,0.30907012939453127,93.19784771813038,-1.5973985940217972,-4.162387568282044,-0.3257434368133545,0.722274299481722,Austin Martin,27462,668885
Austin Riley,ATL,117.0,471.0,14.0,47.0,57.0,7.0,0.076433121,0.31210191,0.144549763,0.299242424,0.220379146,0.295116772,0.364928909,0.2937278693142464,0.2952695550938827,82.7202268950343,0.48432847019284964,-9.36265737718534,1.0959184169769287,0.7124656258907174,Austin Riley,18360,663586
Lane Thomas,- - -,102.0,338.0,10.0,33.0,38.0,7.0,0.118343195,0.24260355,0.159863946,0.279411764,0.227891156,0.322485207,0.387755102,0.3161126089519298,0.31411064023802265,98.93020816008661,0.70027912594378,0.2396813702173053,-5.259202748537064,0.7120719307159813,Lane Thomas,16939,657041
Austin Hedges,CLE,61.0,178.0,4.0,19.0,18.0,1.0,0.084269662,0.168539325,0.121794872,0.306451612,0.269230769,0.333333333,0.391025641,0.3205762382211356,0.28358527435653513,106.2563745177131,-1.2708259718492627,0.021281185071039266,0.4697522521018982,0.6956712480216438,Austin Hedges,12976,595978
Trent Grisham,NYY,98.0,390.0,13.0,56.0,44.0,7.0,0.123076923,0.169230769,0.177514793,0.225190839,0.213017751,0.30848329,0.390532544,0.30925667377854377,0.34108726265504186,98.30737130843848,-2.0391943976283073,-2.8051120809963486,-4.3252599239349365,0.6892078986569258,Trent Grisham,18564,663757
Miguel Rojas,LAD,75.0,181.0,3.0,17.0,18.0,0.0,0.055248618,0.104972375,0.118012423,0.296551724,0.285714285,0.324022346,0.403726708,0.3158247520803739,0.31718007945481624,98.45668184343629,-1.4489803751930594,-1.786950577274942,2.5306820273399353,0.6727231672681785,Miguel Rojas,7802,500743
Richie Palacios,TBR,87.0,279.0,5.0,33.0,34.0,10.0,0.121863799,0.186379928,0.116666667,0.277173913,0.233333333,0.334532374,0.35,0.31027990472402506,0.3119850577888908,96.97201446212395,0.4415400782600045,-0.5386578744655224,-2.88075053691864,0.6641529049017171,Richie Palacios,24589,680700
Tyrone Taylor,- - -,72.0,174.0,10.0,23.0,28.0,0.0,0.057471264,0.195402298,0.240506329,0.245614035,0.240506329,0.294117647,0.481012658,0.3339927540105932,0.3169307877035702,113.30976453849209,-1.3859642142451776,1.4160090805376222,-0.8749606405617669,0.6290092293988722,Tyrone Taylor,13675,621438
Nick Loftin,KCR,81.0,283.0,5.0,31.0,35.0,1.0,0.09540636,0.144876325,0.148148149,0.268656716,0.242798353,0.326164874,0.390946502,0.3172147348790186,0.3003273420436408,99.63163242485807,0.17932417429983616,0.05836923105170655,-4.007734477519989,0.6247380233057569,Nick Loftin,27630,679845
Cal Raleigh,SEA,85.0,359.0,12.0,26.0,43.0,2.0,0.119777158,0.320334261,0.141935484,0.204301075,0.161290322,0.26740947,0.303225806,0.26051518495368425,0.2948127257790738,69.83254334780344,-1.163806263357401,-13.729571371519388,7.061683654785156,0.6238129132656698,Cal Raleigh,21534,663728
Jorbit Vivas,WSN,88.0,252.0,3.0,25.0,18.0,1.0,0.107142857,0.138888888,0.088785046,0.266666666,0.238317757,0.329317269,0.327102803,0.29824723800023395,0.2954681580325207,86.22426034018034,-0.10566546209156513,-4.305767472250938,1.9627133011817932,0.5928310881484373,Jorbit Vivas,23917,678391
Dylan Crews,WSN,68.0,279.0,9.0,38.0,25.0,7.0,0.071684587,0.236559139,0.146825397,0.259887005,0.218253968,0.29390681,0.365079365,0.29428583768106276,0.3212825388148211,83.57578491428875,1.6015487564727664,-3.9425785994764935,0.7164661884307861,0.5920385743277063,Dylan Crews,33541,686611
Zach McKinstry,DET,93.0,322.0,4.0,31.0,24.0,1.0,0.099378881,0.152173913,0.109540637,0.254310344,0.22261484,0.304075235,0.332155477,0.2851958527879895,0.291834521368851,80.12775861581375,-2.0121336467564106,-9.436485005484617,3.7746981382369995,0.591967607551393,Zach McKinstry,19392,656716
Vaughn Grissom,LAA,76.0,292.0,7.0,29.0,46.0,0.0,0.071917808,0.167808219,0.137931035,0.277511961,0.249042145,0.312714776,0.38697318,0.3085215005678,0.32047111799626826,95.44457029178734,-0.29151470120996237,-1.834877374214921,-2.7641244530677795,0.5912830965202893,Vaughn Grissom,26031,687093
Donovan Walton,- - -,52.0,140.0,3.0,22.0,16.0,1.0,0.1,0.178571428,0.170731707,0.336842105,0.284552845,0.36231884,0.455284552,0.3588106589040894,0.3102461220561594,129.90551863309526,-0.6183474324643612,4.239402623410425,-3.4455100744962692,0.5886408269989649,Donovan Walton,19314,622268
Teoscar Hernandez,LAD,83.0,325.0,11.0,47.0,41.0,2.0,0.083076923,0.27076923,0.153583618,0.314720812,0.249146757,0.313846153,0.402730375,0.31393933296203613,0.3127467152503991,97.19614622469109,0.2155484315007925,-0.886962978775633,-3.9160467982292175,0.5833185614467338,Teoscar Hernandez,13066,606192
Jakob Marsee,MIA,114.0,451.0,6.0,57.0,28.0,19.0,0.128603104,0.2172949,0.105820106,0.261818181,0.206349206,0.325112107,0.312169312,0.29454667699176634,0.30199638572899073,82.41260732641433,-0.6028936235234141,-10.199603664810756,1.3098359107971191,0.5830981584346991,Jakob Marsee,31370,805300
Eli White,- - -,74.0,156.0,5.0,20.0,18.0,4.0,0.064102564,0.217948717,0.159722222,0.273584905,0.236111111,0.288461538,0.395833333,0.2991465097054457,0.2640288906712686,86.26278643188033,1.100033671129495,-1.476587809820416,2.101612873375416,0.5821271230624865,Eli White,19346,642201
Willi Castro,COL,100.0,395.0,13.0,53.0,48.0,7.0,0.081012658,0.273417721,0.162464986,0.341772151,0.263305322,0.331645569,0.425770308,0.3332723074321505,0.30958295715641854,96.20455024477437,-1.5897739194333553,-3.4036378850839535,-3.681979537010193,0.5819560873614129,Willi Castro,17338,650489
Blake Dunn,CIN,38.0,155.0,2.0,20.0,7.0,6.0,0.064516129,0.212903225,0.105633803,0.351851851,0.28169014,0.33548387,0.387323943,0.3201952972719746,0.27978008705497587,96.08267780996569,-0.024401111528277397,-0.7590255332027582,1.4468026757240295,0.5812661402077062,Blake Dunn,29487,694362
Andres Chaparro,WSN,49.0,115.0,6.0,20.0,28.0,0.0,0.12173913,0.234782608,0.265306123,0.261538461,0.234693877,0.347826086,0.5,0.36805565357208253,0.3705171999724015,132.89610823894333,-0.5201295893639326,4.056931756864704,-2.2758268415927887,0.5605726564890967,Andres Chaparro,21797,665953
Michael Conforto,CHC,78.0,204.0,9.0,24.0,26.0,1.0,0.117647058,0.289215686,0.220338983,0.297297297,0.237288135,0.328431372,0.457627118,0.33815725132970526,0.32381654493879564,114.64843111179373,0.3495386950671673,3.965016097541996,-5.073726058006287,0.5600978116395227,Michael Conforto,16376,624424
Taylor Trammell,HOU,62.0,181.0,7.0,25.0,20.0,3.0,0.08839779,0.298342541,0.18125,0.313131313,0.2375,0.322222222,0.41875,0.3272958086596595,0.3146887673272027,110.32021151924643,0.2323550097644329,2.399674640293131,-3.4241804480552673,0.5523420026327303,Taylor Trammell,19960,666211
Randal Grichuk,- - -,80.0,181.0,9.0,26.0,25.0,0.0,0.038674033,0.23756906,0.25,0.297520661,0.261627906,0.292817679,0.511627906,0.34031750824716356,0.33522217008802624,118.90478876530466,0.8436089567840099,4.813752371541753,-5.872145384550095,0.5488938492628848,Randal Grichuk,10243,545341
Oswald Peraza,LAA,98.0,304.0,7.0,27.0,24.0,12.0,0.03618421,0.302631578,0.126760563,0.317204301,0.232394366,0.277227722,0.359154929,0.28077277000194334,0.27191326863741955,76.09911678230662,2.1265682578086853,-6.30373746985973,0.805811420083046,0.5433448914628517,Oswald Peraza,22823,672724
Ryan Vilade,TBR,66.0,192.0,9.0,19.0,35.0,3.0,0.078125,0.21875,0.209302325,0.274193548,0.25,0.308900523,0.459302325,0.33069444919755947,0.30914649963378904,111.204327543715,0.5482188779860735,3.044208735840615,-4.553819179534912,0.5428839651295213,Ryan Vilade,22165,668723
Jorge Mateo,ATL,67.0,137.0,4.0,29.0,11.0,10.0,0.05839416,0.299270072,0.139534884,0.321428571,0.240310077,0.284671532,0.379844961,0.29205654702917505,0.3215545598607864,81.6028301049814,1.939951510168612,-1.109459451865073,2.0013979077339172,0.5426656345543446,Jorge Mateo,17273,622761
Tyler O'Neill,BAL,75.0,222.0,10.0,28.0,22.0,1.0,0.108108108,0.274774774,0.193877551,0.264,0.219387755,0.31081081,0.413265306,0.31980083520348007,0.3154794503976633,105.98056037054447,-0.12248643953353167,1.4179743359018269,-4.065816164016724,0.5358915206552275,Tyler O'Neill,15711,641933
Ryan Kreidler,MIN,74.0,205.0,5.0,25.0,25.0,4.0,0.063414634,0.204878048,0.15183246,0.277777777,0.235602094,0.287804878,0.387434554,0.29607554703224,0.296771184409537,87.19587904782239,-1.4483307236805558,-4.49383644907752,2.2715785205364227,0.5175276998093633,Ryan Kreidler,25867,668952
Nathaniel Lowe,- - -,87.0,292.0,13.0,27.0,43.0,0.0,0.099315068,0.253424657,0.217557252,0.323863636,0.267175572,0.339041095,0.484732824,0.35576192189737693,0.34686505334419115,120.46835564317847,-1.0999670336022973,6.103602340654224,-10.544104024767876,0.5166150671004283,Nathaniel Lowe,19566,663993
Freddy Fermin,SDP,72.0,201.0,4.0,18.0,16.0,0.0,0.084577114,0.189054726,0.12,0.222222222,0.194285714,0.274111675,0.314285714,0.2652767654602903,0.2750563258447018,67.83540142376044,-0.8670916883274913,-8.689105240541652,7.228781223297119,0.5144239460440649,Freddy Fermin,21840,666023
Sung-Mun Song,SDP,56.0,127.0,1.0,18.0,15.0,11.0,0.133858267,0.181102362,0.064814815,0.261904761,0.212962962,0.32,0.277777777,0.27969538593292237,0.2678305969238281,77.4752658454943,0.8290086826309562,-2.6320404611300403,3.563862681388855,0.5137380142389103,Sung-Mun Song,37122,823550
Austin Wells,NYY,83.0,268.0,8.0,24.0,17.0,2.0,0.111940298,0.264925373,0.123931624,0.211538461,0.175213675,0.273408239,0.299145299,0.25879355151698274,0.3023520093975645,63.12623091942653,-0.6425342839211226,-12.10843341646177,7.5611342787742615,0.5094824651986136,Austin Wells,27562,669224
Leody Taveras,BAL,102.0,359.0,6.0,43.0,42.0,10.0,0.097493036,0.250696378,0.127795527,0.293577981,0.223642172,0.302857142,0.351437699,0.2923852757045201,0.28404402938974693,86.86738218515674,1.618167175911367,-3.852011918704755,-3.9526048749685287,0.5081463609852149,Leody Taveras,18900,665750
Brendan Donovan,SEA,29.0,115.0,3.0,9.0,8.0,1.0,0.095652173,0.156521739,0.154639176,0.285714285,0.257731958,0.365217391,0.412371134,0.34735863364261127,0.3249126873185149,130.37678681246825,-0.09307781420648098,3.9600982087992698,-3.066586345434189,0.5080883306317043,Brendan Donovan,24679,680977
Nicky Lopez,- - -,65.0,200.0,1.0,18.0,20.0,4.0,0.045,0.16,0.044444445,0.331081081,0.277777777,0.317708333,0.322222222,0.28742630934963626,0.26158305487707645,84.01009667712981,0.6341863796114922,-3.19509756147551,1.0664641878101975,0.5072716736113286,Nicky Lopez,19339,670032
Heliot Ramos,- - -,79.0,327.0,9.0,36.0,34.0,3.0,0.055045871,0.272171253,0.15737705,0.331730769,0.255737704,0.302752293,0.413114754,0.31142074527916,0.3256349799802798,97.42722223711996,0.6687015471979976,-0.3086420569068087,-5.381454661488533,0.5065596386586033,Heliot Ramos,22515,671218
Daniel Schneemann,CLE,83.0,276.0,6.0,28.0,28.0,6.0,0.086956521,0.29347826,0.115079365,0.278787878,0.206349206,0.275362318,0.321428571,0.2682081311941147,0.28581065784801135,69.74714475434183,-0.534076520241797,-10.222012108649896,5.358286261558533,0.5063053576497238,Daniel Schneemann,25180,682177
Jordan Lawlar,ARI,12.0,44.0,1.0,6.0,4.0,4.0,0.068181818,0.227272727,0.131578948,0.407407407,0.315789473,0.409090909,0.447368421,0.3830145461992784,0.3479292392730713,141.9102385709816,1.0867462111636996,3.3178366779379567,0.15996582806110382,0.49901793609838124,Jordan Lawlar,29976,691783
Bryce Eldridge,SFG,75.0,306.0,11.0,36.0,28.0,1.0,0.12745098,0.267973856,0.17669173,0.316091954,0.2481203,0.343137254,0.42481203,0.3381916728176054,0.3451583510950992,115.26214022383019,-2.9035366075113416,2.7468899813368477,-7.790656358003616,0.4961473535640326,Bryce Eldridge,33390,805811
Matt McLain,CIN,93.0,344.0,10.0,38.0,28.0,13.0,0.113372093,0.273255813,0.151006711,0.246153846,0.194630872,0.295321637,0.345637583,0.28906093929943283,0.3193953747594603,75.2671642674109,-0.08079038932919502,-10.374614106327927,4.0627264976501465,0.49245774170802303,Matt McLain,29695,680574
