Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
Pete Crow-Armstrong,CHC,119.0,527.0,26.0,84.0,70.0,30.0,0.123339658,0.267552182,0.257270694,0.360424028,0.286353467,0.387832699,0.543624161,0.3984608964216663,0.36526536028047174,154.9656697773276,4.843268230557442,39.88991816261344,21.527880907058716,7.987856484658751,Pete Crow-Armstrong,27769,691718
Dillon Dingler,DET,109.0,462.0,26.0,64.0,80.0,0.0,0.062770562,0.216450216,0.253012048,0.297945205,0.272289156,0.336956521,0.525301204,0.3701262459806774,0.37375574236873976,139.33828607225556,0.4199746921658516,21.50689715096353,16.962288856506348,5.590322911710295,Dillon Dingler,27464,693307
Yordan Alvarez,HOU,117.0,517.0,35.0,79.0,86.0,1.0,0.15860735,0.174081237,0.302816901,0.335526315,0.321596244,0.435203094,0.624413145,0.43890561845138487,0.46486963711056833,188.13070383720924,-3.6433811085298657,49.22226846691115,-13.254819512367249,5.535277669682705,Yordan Alvarez,19556,670541
Bobby Witt Jr.,KCR,100.0,439.0,13.0,57.0,42.0,31.0,0.10022779,0.170842824,0.166240409,0.320261437,0.283887468,0.355353075,0.450127877,0.34948782126108807,0.3839944883834484,122.13131004903002,4.965935418382287,16.238622042452878,18.23218274116516,5.100038242603691,Bobby Witt Jr.,25764,677951
Kevin McGonigle,DET,114.0,515.0,12.0,76.0,45.0,11.0,0.141747572,0.13592233,0.141876431,0.31652661,0.286041189,0.390291262,0.42791762,0.3638834267970653,0.35096113119441397,134.98600883931923,3.673836194910109,24.57918517718995,3.1940563023090363,4.694230435382797,Kevin McGonigle,33572,805808
Otto Lopez,MIA,115.0,499.0,9.0,72.0,53.0,23.0,0.048096192,0.132264529,0.151515151,0.348484848,0.318181818,0.350701402,0.469696969,0.3537480544470594,0.32547169346963206,121.99290235756149,4.419379437342286,17.69722040576339,11.122663974761963,4.578532733475567,Otto Lopez,19608,672640
Brice Turang,MIL,112.0,508.0,16.0,74.0,74.0,16.0,0.127952755,0.246062992,0.185354691,0.345637583,0.272311212,0.365079365,0.457665903,0.35880531558019674,0.3470342551848017,127.43341894999014,1.4442936955019832,18.305475810418482,8.033658623695374,4.3557942443179,Brice Turang,22186,668930
JJ Wetherholt,STL,112.0,507.0,16.0,74.0,45.0,12.0,0.112426035,0.151873767,0.138248848,0.268221574,0.248847926,0.353057199,0.387096774,0.3319165062196184,0.3540569922167384,110.82562288687845,2.915756427682936,9.556324371535979,16.29554855823517,4.3029149189345945,JJ Wetherholt,34985,802139
James Wood,WSN,114.0,535.0,30.0,100.0,73.0,17.0,0.168224299,0.285981308,0.270022883,0.333333333,0.265446224,0.392523364,0.535469107,0.39485528498548067,0.41896507626488094,150.81355144149936,2.0213449597358704,34.91239227855935,-11.375511169433594,4.159716254704962,James Wood,29518,695578
Elly De La Cruz,CIN,98.0,439.0,20.0,66.0,54.0,21.0,0.109339407,0.266514806,0.227390181,0.337301587,0.271317829,0.35307517,0.49870801,0.3683345298832261,0.3671096519187645,128.26714903726483,2.5949161052703857,17.608725565488836,7.819728851318359,4.035526020904278,Elly De La Cruz,26668,682829
Ceddanne Rafaela,BOS,113.0,471.0,15.0,60.0,60.0,16.0,0.040339702,0.201698513,0.178329571,0.333333333,0.284424379,0.324093816,0.46275395,0.3417805439627755,0.2880018504392436,115.55624708552041,2.57979984767735,11.08102524423523,11.068546652793884,3.9623875480869706,Ceddanne Rafaela,24262,678882
Junior Caminero,TBR,117.0,511.0,33.0,71.0,71.0,2.0,0.125244618,0.18590998,0.268623025,0.283911671,0.27765237,0.369863013,0.546275395,0.3874788611472962,0.3733032656387544,150.79245208259042,-1.7223872439935803,28.392127601519224,-7.703163743019104,3.9588676978808843,Junior Caminero,28163,691406
Matt Olson,ATL,118.0,516.0,34.0,83.0,72.0,2.0,0.100775193,0.25,0.286026201,0.295302013,0.266375545,0.343023255,0.552401746,0.38013574115017,0.3624941408634186,140.4899817096434,-0.7531134532764554,24.52482506517546,-3.8607568740844727,3.8047232008517486,Matt Olson,14344,621566
Luis Arraez,- - -,111.0,493.0,5.0,56.0,48.0,10.0,0.052738336,0.046653144,0.120805369,0.321678321,0.319910514,0.355236139,0.440715883,0.3425521031176328,0.30261743044014056,117.97912279889613,1.846364758341224,12.570438433817284,8.533798448741436,3.773644379638668,Luis Arraez,18568,650333
Andy Pages,LAD,117.0,504.0,19.0,66.0,76.0,11.0,0.081349206,0.202380952,0.188053098,0.309523809,0.272123893,0.337301587,0.460176991,0.34591447430149935,0.33684377499650536,118.57378273043477,-0.8004852272570133,10.52548116130694,9.53102993965149,3.7033187960050236,Andy Pages,24816,681624
CJ Abrams,WSN,116.0,498.0,28.0,74.0,89.0,22.0,0.084337349,0.228915662,0.257403189,0.323432343,0.287015945,0.359437751,0.544419134,0.38520103825196145,0.34765091713028723,144.3590067933661,2.0668315207585692,28.794158537384053,-9.454163074493408,3.6106190081285865,CJ Abrams,25768,682928
Willson Contreras,BOS,107.0,439.0,23.0,58.0,70.0,3.0,0.107061503,0.255125284,0.247282609,0.347457627,0.285326086,0.394077448,0.532608695,0.4000238849860307,0.3879681466639727,156.16148642531974,-2.4023358672857285,26.20378077976615,-7.255689293146133,3.520542507404868,Willson Contreras,11609,575929
Shohei Ohtani,LAD,112.0,496.0,26.0,73.0,71.0,6.0,0.139112903,0.229838709,0.250602409,0.339285714,0.291566265,0.394736842,0.542168674,0.3931401900666528,0.4070884303042763,150.14750353538452,-0.03711144160479307,30.056573169231452,-11.55864143371582,3.518338598305699,Shohei Ohtani,19755,660271
Ezequiel Duran,TEX,109.0,414.0,13.0,53.0,64.0,9.0,0.072463768,0.231884057,0.178666666,0.328413284,0.272,0.326876513,0.450666666,0.33697039495080205,0.30716934204101565,117.91087217520445,0.9544115709140897,9.55786608239336,9.654781579971313,3.4567729705631765,Ezequiel Duran,23733,677649
Corbin Carroll,ARI,115.0,499.0,16.0,71.0,54.0,16.0,0.114228456,0.226452905,0.224018476,0.286644951,0.240184757,0.334669338,0.464203233,0.34501077135803715,0.3404208912568934,116.5020354991943,5.805490856058896,15.768314291148082,1.2665228843688965,3.379358887816289,Corbin Carroll,25878,682998
Miguel Vargas,CHW,116.0,509.0,24.0,78.0,67.0,12.0,0.129666011,0.180746561,0.23255814,0.24137931,0.23488372,0.342519685,0.46744186,0.35124329156555206,0.37912547399127294,126.167194615281,1.6287490548565984,17.082387171901132,-3.0877797603607178,3.2704360699487314,Miguel Vargas,20178,678246
Brandon Lowe,PIT,111.0,492.0,25.0,72.0,74.0,2.0,0.089430894,0.284552845,0.232346241,0.306049822,0.25284738,0.319105691,0.485193621,0.3451422288165829,0.33069630795729377,115.7062017969575,0.24024285562336445,9.589576249324425,6.232773303985596,3.232893449760951,Brandon Lowe,18882,664040
Gabriel Moreno,ARI,90.0,372.0,8.0,48.0,51.0,4.0,0.112903225,0.147849462,0.141509434,0.33460076,0.301886792,0.38172043,0.443396226,0.36199381899449135,0.370874751227981,127.8564002939409,-0.8271569861099124,11.710382259201925,7.721005201339722,3.204295567663559,Gabriel Moreno,22664,672515
Randy Arozarena,SEA,111.0,474.0,14.0,73.0,49.0,20.0,0.094936708,0.206751054,0.166259169,0.33,0.276283618,0.369198312,0.442542787,0.3588878986453205,0.35173173384232953,138.41459090512942,1.5382352247834206,22.66487101734966,-8.22655439376831,3.1886203852863284,Randy Arozarena,19290,668227
Michael Harris II,ATL,112.0,448.0,20.0,58.0,67.0,6.0,0.037946428,0.191964285,0.201877934,0.321981424,0.291079812,0.319196428,0.492957746,0.34904503436493023,0.35082625489373603,119.70365206358117,-1.323742588981986,9.356204839804025,7.434715032577515,3.1863110370102268,Michael Harris II,25931,671739
Max Muncy,LAD,108.0,406.0,22.0,62.0,52.0,2.0,0.1182266,0.256157635,0.236619719,0.288209606,0.247887323,0.342364532,0.484507042,0.3572411773814161,0.34507073717140974,126.14648236857849,0.4483390646055341,13.291847451793567,4.636921405792236,3.163550568438812,Max Muncy,13301,571970
Geraldo Perdomo,ARI,115.0,498.0,9.0,56.0,42.0,17.0,0.144578313,0.124497991,0.131067961,0.265895953,0.245145631,0.359026369,0.376213592,0.33104362823900296,0.3261220503826531,107.1640155213466,-1.127882526256144,3.188602432100649,11.602828025817871,3.14778503772874,Geraldo Perdomo,22799,672695
Freddie Freeman,LAD,115.0,493.0,15.0,58.0,55.0,5.0,0.103448275,0.15821501,0.170114943,0.338150289,0.303448275,0.377281947,0.473563218,0.3710764380005317,0.37883435582822084,135.39632959638902,-1.492190072312951,19.620789169166827,-4.75849986076355,3.138502224779707,Freddie Freeman,5361,518692
Cody Bellinger,NYY,102.0,434.0,11.0,52.0,53.0,10.0,0.12672811,0.161290322,0.160427808,0.288590604,0.259358288,0.350230414,0.419786096,0.3393894505390923,0.3501646391476943,119.31489922216653,0.37832021061331034,10.104403117691488,5.005396127700806,3.111843691557392,Cody Bellinger,15998,641355
Ben Rice,NYY,113.0,483.0,32.0,72.0,75.0,2.0,0.120082815,0.250517598,0.288095238,0.282527881,0.257142857,0.34989648,0.545238095,0.38024290033571406,0.37429573346381406,147.79650892559954,-1.2631673263385892,25.522292033064026,-12.835620880126953,3.043031818696144,Ben Rice,29576,700250
Bryson Stott,PHI,113.0,440.0,8.0,51.0,53.0,22.0,0.095454545,0.170454545,0.156010231,0.306451612,0.263427109,0.336384439,0.41943734,0.3321325345224865,0.3347388451252509,107.27659935550373,6.384995874017477,10.258691659619835,5.218678832054138,3.0262635819622776,Bryson Stott,26294,681082
Seiya Suzuki,CHC,101.0,443.0,19.0,63.0,66.0,2.0,0.119638826,0.25282167,0.201044387,0.329411764,0.268929503,0.361173814,0.46997389,0.36021877747190295,0.3328304900426299,129.39811686369978,-3.268937892280519,12.487847109795904,2.4582414627075195,2.982099388839729,Seiya Suzuki,30116,673548
Chase Meidroth,CHW,113.0,475.0,11.0,67.0,46.0,2.0,0.096842105,0.227368421,0.129807692,0.343333333,0.274038461,0.34968017,0.403846153,0.33461884420309496,0.29690781460013443,114.57720591983616,-0.24304408952593803,7.790805371188203,4.567025423049927,2.980550522161147,Chase Meidroth,31580,805367
Jeremy Pena,HOU,71.0,308.0,13.0,54.0,37.0,8.0,0.068181818,0.194805194,0.189964158,0.336538461,0.297491039,0.357142857,0.487455197,0.36706712048549156,0.34891510009765625,138.04739212347897,1.765202585607767,15.361836426299613,2.5575009286403656,2.940651703744165,Jeremy Pena,21636,665161
Pete Alonso,BAL,118.0,511.0,25.0,71.0,75.0,5.0,0.115459882,0.246575342,0.219954648,0.292517006,0.25170068,0.346379647,0.471655328,0.3543512902156575,0.3844567702221776,130.06794049711164,-1.654016767628491,16.17306980424872,-5.539130687713623,2.9357302866962134,Pete Alonso,19251,624413
Brayan Rocchio,CLE,116.0,452.0,9.0,44.0,50.0,15.0,0.06858407,0.143805309,0.118518519,0.281437125,0.254320987,0.319196428,0.372839506,0.3078992933567081,0.2962203842025619,97.41844779039864,0.009813993237912655,-1.34405031379135,13.950454235076904,2.9224097802458524,Brayan Rocchio,23690,677587
Nick Kurtz,ATH,99.0,434.0,21.0,62.0,69.0,7.0,0.182027649,0.324884792,0.227272727,0.363157894,0.255681818,0.396313364,0.482954545,0.38038712557624366,0.37393231661814563,143.87427131523137,-0.511195981875062,21.58184190515962,-8.435406804084778,2.91206384422932,Nick Kurtz,35110,701762
Dansby Swanson,CHC,114.0,443.0,17.0,74.0,63.0,16.0,0.099322799,0.230248306,0.183206106,0.241007194,0.213740458,0.291855203,0.396946564,0.3020480598799244,0.29772493888142443,90.50689062149353,4.450982948765159,-0.6371281085461744,14.74302864074707,2.8966070267100013,Dansby Swanson,18314,621020
Fernando Tatis Jr.,SDP,117.0,518.0,11.0,64.0,54.0,26.0,0.09073359,0.193050193,0.134782609,0.336158192,0.282608695,0.352030947,0.417391304,0.3366386508151569,0.35950542844062194,115.54585340534665,-0.1011115051805973,9.64179867501659,1.7177653312683105,2.8645513300997774,Fernando Tatis Jr.,19709,665487
Juan Soto,NYM,84.0,359.0,21.0,46.0,52.0,7.0,0.175487465,0.133704735,0.255972696,0.274336283,0.28327645,0.407821229,0.539249146,0.4017054918502327,0.42211553480164804,158.61759910493134,-1.020344017073512,24.44015116136738,-8.002649068832397,2.85677449469199,Juan Soto,20123,665742
Shea Langeliers,ATH,93.0,416.0,23.0,55.0,51.0,2.0,0.081730769,0.23076923,0.234042553,0.294573643,0.263297872,0.331730769,0.497340425,0.35677159005317133,0.36177195994675015,127.4103381821885,-0.5687396228313446,12.66137222264753,0.45360615849494934,2.843566818061386,Shea Langeliers,25816,669127
Kyle Schwarber,PHI,113.0,503.0,35.0,68.0,68.0,3.0,0.151093439,0.343936381,0.287769784,0.320754716,0.247002398,0.368525896,0.534772182,0.3854665907335953,0.3670294559363163,142.93417643869935,-2.650689230300486,23.477871807487517,-12.940044045448303,2.7314575891967805,Kyle Schwarber,16478,656941
Wilyer Abreu,BOS,114.0,496.0,20.0,64.0,63.0,7.0,0.100806451,0.205645161,0.204597701,0.284375,0.255172413,0.329959514,0.459770114,0.3396798730382123,0.3530581415915976,114.09173210118958,-1.109987473115325,6.999657574562239,1.7300739288330078,2.6875563570840746,Wilyer Abreu,23772,677800
Isaac Paredes,HOU,112.0,475.0,15.0,45.0,60.0,0.0,0.094736842,0.145263157,0.163414634,0.266666666,0.251219512,0.345263157,0.414634146,0.3371867110854701,0.32136705900493423,117.21580598945862,-1.3035471439361572,8.184498399549293,1.2362312227487564,2.6816891899851543,Isaac Paredes,20036,670623
Bryan Reynolds,PIT,120.0,522.0,15.0,80.0,63.0,7.0,0.137931034,0.243295019,0.175,0.343333333,0.268181818,0.379310344,0.443181818,0.3624188529043988,0.3505437773776192,127.25684314908429,0.8762136083096266,18.090555691434908,-8.682085752487183,2.6792143889107805,Bryan Reynolds,19326,668804
Byron Buxton,MIN,82.0,362.0,25.0,57.0,45.0,7.0,0.066298342,0.243093922,0.280966767,0.281818181,0.262839879,0.320441988,0.543806646,0.3665525161557727,0.3480054643419054,136.3299800270583,0.03595941513776779,15.295080556699086,-2.3014127016067505,2.6353344537535364,Byron Buxton,14161,621439
Mike Trout,LAA,99.0,442.0,19.0,66.0,41.0,8.0,0.178733031,0.260180995,0.204481793,0.290178571,0.235294117,0.380090497,0.43977591,0.35828217568078163,0.3875054096124565,130.13598886727496,-0.45899542048573494,14.995808782511538,-5.184603333473206,2.6017119353384457,Mike Trout,10155,545361
Munetaka Murakami,CHW,82.0,359.0,26.0,61.0,54.0,1.0,0.172701949,0.337047353,0.301694915,0.295302013,0.237288135,0.370473537,0.53898305,0.38508636368946597,0.3651477704729353,149.76141190163014,-1.6746570346876979,19.052652549789702,-6.358869105577469,2.593937365087586,Munetaka Murakami,37120,808959
Tristan Peters,CHW,112.0,346.0,6.0,42.0,40.0,6.0,0.072254335,0.182080924,0.148387096,0.312757201,0.264516129,0.32748538,0.412903225,0.3252759377161662,0.3010666208632928,108.06365523118954,2.1903044627979398,5.427462044011242,7.2809253334999084,2.548265016301591,Tristan Peters,30063,671976
Josh Jung,TEX,92.0,396.0,9.0,46.0,35.0,1.0,0.083333333,0.179292929,0.146892656,0.342960288,0.29378531,0.361111111,0.440677966,0.3524201474707536,0.3467331317940144,128.68190432740906,-2.2192147467285395,10.959072207871722,-0.14061152935028076,2.537336000215519,Josh Jung,26299,673962
Alex Bregman,CHC,116.0,532.0,12.0,63.0,53.0,3.0,0.107142857,0.159774436,0.132034632,0.278378378,0.248917748,0.338345864,0.38095238,0.32004770254189113,0.30846126678986,102.54092086941928,0.14681868813931942,1.7823058656945943,5.653700530529022,2.511494589448089,Alex Bregman,17678,608324
Jackson Merrill,SDP,116.0,487.0,18.0,60.0,59.0,23.0,0.06365503,0.240246406,0.168514412,0.29022082,0.243902439,0.293388429,0.412416851,0.3064920851551151,0.32889821772268063,95.39074867148507,5.8950411807745695,3.1792040495534533,5.640509247779846,2.5038553247192605,Jackson Merrill,29490,701538
Riley Greene,DET,116.0,491.0,16.0,64.0,54.0,3.0,0.124236252,0.270875763,0.177725118,0.356115107,0.272511848,0.364562118,0.450236966,0.3547219530023344,0.36179049450758793,128.5989467373733,-0.4396799420937896,15.85280477490663,-8.798749446868896,2.498912037351982,Riley Greene,25976,682985
Colson Montgomery,CHW,111.0,469.0,26.0,54.0,68.0,1.0,0.08315565,0.328358208,0.229665072,0.266666666,0.215311004,0.296375266,0.444976076,0.32024778265809806,0.30766975287484816,104.55819974076772,-2.741393271833658,-0.26099176761062637,7.741525411605835,2.4625013979162462,Colson Montgomery,29712,695657
Jake McCarthy,COL,103.0,399.0,13.0,57.0,67.0,20.0,0.045112781,0.170426065,0.211382114,0.342465753,0.306233062,0.341772151,0.517615176,0.36769313963153694,0.32067696818240404,119.2173035324517,4.784936221316457,14.061982358243856,-3.00849449634552,2.440874141261205,Jake McCarthy,21622,664983
Jordan Walker,STL,114.0,488.0,23.0,69.0,83.0,14.0,0.075819672,0.243852459,0.206741573,0.339869281,0.285393258,0.342213114,0.492134831,0.36021687631979127,0.3568247769647555,129.74641571642687,0.462221197783947,18.025226646403656,-9.897858142852783,2.4367051757797586,Jordan Walker,27475,691023
Jazz Chisholm Jr.,NYY,109.0,431.0,17.0,54.0,47.0,30.0,0.099767981,0.310904872,0.1796875,0.279661016,0.216145833,0.294663573,0.395833333,0.30081516573919315,0.2897403133616728,92.42224438569185,4.526553890667856,0.7371259202230123,7.7697694301605225,2.429090146479815,Jazz Chisholm Jr.,20454,665862
Bryce Harper,PHI,119.0,505.0,25.0,72.0,71.0,7.0,0.154455445,0.211881188,0.245823389,0.278911564,0.255369928,0.368316831,0.501193317,0.3734125034267684,0.39025131164793947,134.87516915807134,-1.9195241397246718,19.388936266503485,-11.97944164276123,2.4197348588219767,Bryce Harper,11579,547180
Brandon Nimmo,TEX,112.0,473.0,13.0,49.0,46.0,6.0,0.080338266,0.21564482,0.173302108,0.331210191,0.274004683,0.340380549,0.447306791,0.3435186080760875,0.37233009984937765,122.4760594829529,1.045333031564951,13.38027483362048,-6.829603672027588,2.38239457977958,Brandon Nimmo,12927,607043
Jackson Chourio,MIL,84.0,381.0,17.0,58.0,47.0,10.0,0.083989501,0.241469816,0.205202313,0.327731092,0.274566473,0.338582677,0.479768786,0.35170557011976167,0.3392291463216146,122.68673851705128,1.0091929957270622,11.46701900786626,-0.5156731605529785,2.3711060947990883,Jackson Chourio,28806,694192
Jake Bauers,MIL,105.0,417.0,21.0,69.0,67.0,8.0,0.139088729,0.258992805,0.234463277,0.330396475,0.27118644,0.3764988,0.505649717,0.38069866849604433,0.3709932280749809,142.07066904243368,1.932141556404531,23.157735150696592,-13.41563367843628,2.3668102400905244,Jake Bauers,15194,641343
Carson Benge,NYM,113.0,467.0,13.0,61.0,47.0,18.0,0.072805139,0.218415417,0.140515222,0.329073482,0.271662763,0.331905781,0.412177985,0.32820959545560263,0.3432789506583378,109.4804102772752,3.1540583185851574,8.51064804434606,-0.4711461067199707,2.35849392709526,Carson Benge,35177,701807
Jonathan Aranda,TBR,114.0,497.0,15.0,56.0,72.0,0.0,0.110663983,0.229376257,0.149882904,0.350819672,0.285714285,0.3722334,0.435597189,0.3543375489200175,0.3544028457330198,127.68747748152217,-3.0031878612935543,12.96279174977005,-7.694197773933411,2.338999877514851,Jonathan Aranda,21837,666018
Adley Rutschman,BAL,67.0,284.0,8.0,30.0,47.0,0.0,0.105633802,0.14084507,0.182186235,0.264705882,0.251012145,0.330985915,0.43319838,0.3329278696590746,0.3483310065926596,115.13227396606749,-1.199902793392539,3.7863963175116107,8.79049015045166,2.3099752150779804,Adley Rutschman,26288,668939
Julio Rodriguez,SEA,108.0,466.0,18.0,54.0,51.0,15.0,0.077253218,0.206008583,0.165876778,0.292604501,0.258293838,0.321888412,0.424170616,0.3256310519987139,0.3508346261010057,115.22906970995483,1.4842201564460993,9.71830016407968,-3.643943965435028,2.308534741263482,Julio Rodriguez,23697,677594
Caleb Durbin,BOS,110.0,414.0,11.0,55.0,54.0,14.0,0.074879227,0.132850241,0.155737705,0.267326732,0.25136612,0.322738386,0.407103825,0.32180896991622476,0.2887716854319853,101.63275763753485,1.29401452280581,2.078306651373868,5.7680217027664185,2.3002062976658255,Caleb Durbin,29646,702332
Hunter Goodman,COL,108.0,449.0,34.0,67.0,69.0,5.0,0.082405345,0.336302895,0.291358025,0.30941704,0.254320987,0.320712694,0.545679012,0.36670341152246755,0.3252560383564717,118.55560050726164,-3.4317628080025315,6.648357738729747,1.317126452922821,2.291587633052168,Hunter Goodman,29715,696100
Xavier Edwards,MIA,119.0,498.0,6.0,55.0,44.0,18.0,0.116465863,0.13253012,0.106235565,0.319672131,0.284064665,0.364919354,0.39030023,0.3337285420516642,0.3195745153485393,108.60844677478676,1.6509593660011888,6.837747544706519,-0.6286656856536865,2.2744980839254034,Xavier Edwards,22266,669364
Garrett Mitchell,MIL,107.0,395.0,8.0,50.0,50.0,11.0,0.121518987,0.31392405,0.158357772,0.376190476,0.255131964,0.352791878,0.413489736,0.33845551616075087,0.350666162919025,113.82814320358399,1.9546200465410948,8.563157186126038,0.9764602184295654,2.2736376254370168,Garrett Mitchell,27555,669003
Ryan Jeffers,MIN,57.0,229.0,10.0,34.0,37.0,1.0,0.139737991,0.165938864,0.216494845,0.299319727,0.278350515,0.384279475,0.49484536,0.38344515385065536,0.36444095114003056,148.1069417299824,-1.3784300545230508,11.403576098004292,2.4921975135803223,2.2446609328793343,Ryan Jeffers,24618,680777
Jose Ramirez,CLE,87.0,375.0,10.0,52.0,36.0,29.0,0.130666666,0.122666666,0.15,0.246268656,0.2375,0.336898395,0.3875,0.3157738085013969,0.34910212449037314,102.90828691221851,5.5968127911910415,6.862202528491078,1.6732323169708252,2.22885046617091,Jose Ramirez,13510,608070
Steven Kwan,CLE,109.0,445.0,2.0,48.0,22.0,8.0,0.125842696,0.105617977,0.063660477,0.296072507,0.265251989,0.363636363,0.328912466,0.31699024218904676,0.32208514432294655,103.75634233212129,0.5918051758781075,2.5312658001721973,3.3793152570724487,2.2156911098455705,Steven Kwan,24610,680757
Luis Garcia Jr.,- - -,109.0,395.0,24.0,50.0,78.0,4.0,0.04556962,0.156962025,0.271276595,0.278350515,0.279255319,0.311392405,0.550531914,0.36627491003350365,0.35304004562144375,131.92888358063598,-0.46424129512161016,14.809750504178954,-6.009056806564331,2.205357691853435,Luis Garcia Jr.,20391,671277
Alec Burleson,STL,117.0,496.0,19.0,63.0,78.0,3.0,0.086693548,0.161290322,0.195067265,0.305714285,0.28251121,0.348790322,0.477578475,0.3562741216605272,0.38391250019889256,127.11040622886132,-0.22932189982384443,16.03972356018256,-10.545397877693176,2.1951717066687397,Alec Burleson,27615,676475
Chase DeLauter,CLE,101.0,429.0,12.0,46.0,56.0,7.0,0.109557109,0.144522144,0.155672824,0.301948051,0.277044854,0.354312354,0.432717678,0.3463316954377092,0.34819289263556985,124.21218691122544,0.7194646280258894,12.7711310217539,-6.699687957763672,2.1740183847983703,Chase DeLauter,32127,800050
Aaron Judge,NYY,59.0,261.0,17.0,43.0,38.0,5.0,0.16091954,0.275862068,0.285046729,0.285714285,0.247663551,0.374517374,0.53271028,0.38506912246463804,0.4145936139925258,151.1611837744161,-0.3161093546077609,15.176939247474792,-3.2408620715141296,2.161336393930493,Aaron Judge,15640,592450
Ty France,SDP,93.0,326.0,16.0,39.0,50.0,1.0,0.052147239,0.226993865,0.228668942,0.326923076,0.286689419,0.341538461,0.515358361,0.3662412499572024,0.3311192657187258,135.33727816764645,-2.516390918754041,11.421435972675196,-0.7668261528015137,2.1594893571513025,Ty France,17982,664034
Yandy Diaz,TBR,112.0,495.0,15.0,62.0,65.0,3.0,0.086868686,0.147474747,0.15261959,0.326760563,0.298405466,0.369696969,0.451025056,0.3580046069112183,0.3491374804988289,130.24402325636328,-1.8830256359651685,15.487003764117333,-12.09876537322998,2.1404113385650483,Yandy Diaz,16578,650490
Cole Young,SEA,119.0,477.0,14.0,54.0,52.0,3.0,0.064989517,0.165618448,0.14516129,0.293604651,0.264976958,0.323529411,0.410138248,0.3227621698830308,0.3310968094513196,113.22898450024014,-1.58218745701015,5.739322846631682,-2.2316386699676514,2.0872692223048013,Cole Young,31680,702284
Ian Happ,CHC,115.0,490.0,20.0,69.0,51.0,4.0,0.126530612,0.314285714,0.204275534,0.286290322,0.216152019,0.324489795,0.420427553,0.3269140765652275,0.3107304200223444,107.13157604197994,-0.7180446833372116,3.5098675995032496,0.8872885704040527,2.0637389241232267,Ian Happ,17919,664023
Drake Baldwin,ATL,95.0,423.0,20.0,62.0,59.0,2.0,0.104018912,0.210401891,0.180592992,0.304182509,0.269541778,0.356973995,0.45013477,0.35416933787973365,0.37744397958497256,123.12961027035139,-1.4649292808026075,10.372381596648152,-3.929454028606415,2.0508981838539553,Drake Baldwin,31539,686948
Nico Hoerner,CHC,117.0,515.0,7.0,50.0,55.0,18.0,0.075728155,0.089320388,0.103004292,0.272727272,0.259656652,0.320388349,0.362660944,0.3040075576421127,0.325062096118927,91.81695303682929,2.9395383782684803,-2.159245966328796,5.343669295310974,2.022803563318532,Nico Hoerner,21479,663538
Kyle Karros,COL,110.0,389.0,9.0,57.0,42.0,5.0,0.120822622,0.203084832,0.153153153,0.322580645,0.267267267,0.36503856,0.42042042,0.3467250782081939,0.33716263054566065,105.19867604369333,0.8963207611814141,3.3430545947945944,3.8262451887130737,2.0126571298646083,Kyle Karros,33252,691720
Trevor Larnach,MIN,98.0,352.0,10.0,49.0,41.0,2.0,0.113636363,0.178977272,0.165584416,0.319148936,0.275974025,0.364672364,0.441558441,0.35523892300469534,0.33207508632114957,128.44253487673308,0.4887682991102338,12.105039800414342,-4.895666837692261,2.010484560338253,Trevor Larnach,21501,663616
Nick Gonzales,PIT,114.0,471.0,6.0,62.0,53.0,5.0,0.059447983,0.171974522,0.092165899,0.364942528,0.306451612,0.35881104,0.398617511,0.33701776040840553,0.32026112765899856,110.27442182174099,0.357893755659461,6.212836737497757,-1.7791780233383179,2.0047798997021506,Nick Gonzales,27490,693304
Andres Gimenez,TOR,113.0,383.0,8.0,31.0,47.0,15.0,0.031331592,0.193211488,0.124645893,0.275362318,0.237960339,0.280839895,0.362606232,0.2817065339339407,0.26745098184469823,78.5658261044292,0.3739692671224475,-9.150950257487864,15.111617088317871,1.9958784515086556,Andres Gimenez,19950,665926
Gunnar Henderson,BAL,117.0,531.0,18.0,67.0,47.0,9.0,0.086629001,0.229755178,0.170886076,0.247023809,0.213080168,0.29378531,0.383966244,0.2983020738978467,0.30740108381823017,90.99236887967675,2.566283364780247,-2.9833067130360034,3.6060344576835632,1.9896023698788305,Gunnar Henderson,26289,683002
Liam Hicks,- - -,106.0,430.0,15.0,55.0,68.0,3.0,0.1,0.090697674,0.156334232,0.27863777,0.283018867,0.365967365,0.439353099,0.3529558582384078,0.3105629581325459,121.9177665799244,-4.641392219811678,6.682202972113924,-1.197980146855116,1.9833448478431852,Liam Hicks,29844,689414
Jacob Young,WSN,105.0,356.0,9.0,44.0,42.0,13.0,0.070224719,0.171348314,0.150470219,0.270916334,0.24137931,0.308781869,0.391849529,0.3091540648984504,0.31757415424693713,93.5162431460037,2.796912768855691,0.004233320158013143,7.762821793556213,1.964627408159336,Jacob Young,29931,696285
Mauricio Dubon,ATL,112.0,456.0,10.0,54.0,58.0,6.0,0.061403508,0.131578947,0.135391924,0.292613636,0.268408551,0.316371681,0.403800475,0.31641957137436993,0.3122171541539634,97.8912296808534,0.3080120049417019,-0.855413268677409,5.336551308631897,1.960132183638978,Mauricio Dubon,16530,643289
